34.268,31.32,27.413,24.747,22.948,18.058,18.854,18.79,18.993,19.727,17.66,14.503,14.217,13.543,12.911,11.472,12.38,12.542,12.069,12.452,12.452,8.425,9.967,11.631,9.967,8.041,7.826,8.75,8.75,7.013,9.752,9.752,10.097,9.481,7.932,7.336,8.041,8.387,8.268,7.623,9.253,8.98,8.863,9.364,9.479,8.98,9.596,12.109
30.637,28.32,26.2,24.227,16.393,13.706,15.168,16.393,17.656,17.042,13.385,12.911,11.946,11.783,9.967,6.724,6.292,5.473,6.458,6.633,7.013,7.013,8.153,9.717,8.153,7.114,7.013,6.818,6.914,8.634,7.671,8.763,7.932,5.63,6.545,7.525,7.327,6.158,6.063,7.219,7.826,6.818,9.1,8.322,8.322,8.153,7.623,10.904
29.33,23.599,43.568,78.489,24.62,12.165,17.192,16.586,17.461,16.903,13.657,10.501,6.633,8.322,13.577,15.55,21.293,23.433,16.235,7.826,4.988,4.925,8.75,9.364,7.623,6.458,6.374,6.458,6.374,6.545,6.914,6.914,8.268,8.388,8.961,7.826,7.157,5.63,5.473,5.55,7.826,8.041,7.43,8.634,8.53,7.826,7.723,12.806
30.336,21.581,42.226,89.348,26.766,15.897,18.746,18.058,18.644,18.058,12.754,7.623,19.308,37.411,44.608,38.825,44.341,40.667,70.644,71.477,25.452,11.946,7.525,6.213,7.932,6.818,6.724,7.327,5.705,7.553,8.508,7.167,6.9,12.91,12.91,8.929,6.545,6.724,6.545,7.219,7.671,8.268,8.387,9.84,10.652,8.387,9.224,13.966
29.547,22.018,40.767,73.118,32.725,13.404,16.7,18.919,20.6,16.174,19.664,40.939,44.535,20.302,11.418,0.0,0.0,67.687,78.008,58.247,66.41,64.737,18.614,10.507,6.724,6.724,7.219,8.729,8.273,8.994,10.659,10.995,10.995,9.574,11.954,10.378,7.884,9.63,9.321,7.932,7.327,8.153,8.98,9.35,11.472,8.75,7.826,13.966
29.041,38.988,45.588,80.094,35.353,18.84,23.099,23.483,13.399,41.337,48.441,23.669,19.622,43.767,0.0,58.947,78.254,71.079,75.54,72.497,77.111,72.227,72.039,50.796,4.008,8.75,8.863,10.233,10.956,11.27,11.27,9.574,11.954,11.27,11.27,11.602,14.899,16.393,16.284,10.953,9.84,12.069,11.919,10.629,10.761,12.307,12.452,16.38
30.523,50.224,34.727,68.05,47.649,23.992,27.902,19.569,40.911,47.86,13.284,17.542,63.147,77.212,84.946,71.079,77.922,53.9,84.502,66.899,74.36,73.25,76.357,58.187,15.666,7.934,9.481,12.242,13.997,14.339,14.699,12.933,11.699,13.358,12.285,14.699,12.549,11.084,11.786,12.911,12.307,14.29,14.664,12.452,11.356,12.165,15.161,18.481
34.54,56.962,46.252,90.808,48.939,25.283,28.354,44.703,39.337,12.285,2.846,53.364,72.68,79.81,43.721,46.169,56.27,35.843,46.599,74.142,65.698,72.581,63.623,45.522,25.656,29.957,24.626,15.576,15.269,14.24,14.862,13.997,13.061,14.544,13.668,11.576,10.23,10.097,10.375,14.346,14.126,14.664,15.326,13.079,10.253,11.757,13.894,17.649
35.613,53.579,49.83,87.886,48.322,26.9,51.977,28.014,13.358,9.618,58.902,71.113,56.126,45.617,38.417,33.915,36.783,36.352,37.731,58.45,71.341,74.677,60.205,68.807,49.993,71.877,79.006,23.956,12.242,16.938,12.503,15.903,12.503,14.862,14.076,10.04,11.322,10.375,11.919,16.205,15.494,15.666,16.48,14.664,12.165,15.0,15.161,17.141
34.128,54.879,38.988,40.67,34.707,43.896,32.469,15.896,24.626,2.49,62.474,37.194,36.969,35.478,37.1,38.906,35.033,37.326,38.737,38.306,48.282,75.211,66.09,74.168,69.215,67.333,57.015,68.312,18.617,14.862,15.54,13.67,16.938,16.938,14.862,13.061,13.219,12.222,12.38,14.457,14.126,14.503,16.301,15.842,14.503,17.66,16.903,16.445
