15.935,16.352,17.597,19.078,18.999,20.486,20.286,20.303,20.522,20.336,21.113,21.922,21.135,22.502,22.079,22.462,21.905,22.191,22.611,22.478,22.478,23.513,21.865,21.79,21.865,21.96,21.374,21.849,21.849,21.459,20.055,20.055,22.15,20.889,21.663,22.54,21.96,21.472,21.169,22.118,22.687,22.425,22.133,22.961,23.242,22.425,23.53,23.296
16.845,17.118,17.365,18.943,20.902,21.574,21.781,20.902,21.142,21.592,22.239,22.079,22.014,21.715,23.151,21.947,23.106,22.242,22.397,23.003,21.459,21.459,20.874,21.317,20.874,20.319,20.028,20.862,19.746,19.157,18.779,19.444,21.663,20.018,21.361,21.834,19.431,20.332,20.019,19.145,21.374,22.253,21.388,23.225,23.225,20.874,22.118,23.828
16.921,18.838,12.932,1.655,17.887,21.959,20.702,21.147,20.91,21.307,22.139,22.98,23.003,23.225,20.638,20.167,19.374,15.626,19.876,21.374,21.536,22.518,21.849,21.753,20.817,21.08,22.106,21.08,20.806,21.361,19.746,19.746,19.758,17.044,15.932,21.374,21.989,20.018,20.852,21.145,21.374,20.588,22.826,24.513,22.554,21.374,22.41,22.836
16.68,19.853,13.24,0.0,17.31,20.425,20.001,20.486,20.06,20.486,21.811,22.118,19.147,14.556,9.891,9.788,7.951,6.593,0.0,0.0,16.735,20.638,21.834,22.813,20.309,20.862,20.576,20.926,19.244,20.03,20.331,18.203,16.292,8.709,8.709,18.214,21.361,20.576,21.361,20.618,18.779,21.169,21.472,22.857,21.993,21.472,21.678,22.641
17.613,19.242,13.574,3.584,15.417,21.649,21.456,20.27,20.239,20.491,18.683,10.183,9.244,10.395,11.554,13.043,9.091,0.0,0.0,0.0,0.0,0.0,17.905,20.339,20.576,20.576,20.618,14.721,12.508,15.168,16.244,11.126,11.126,12.918,15.18,15.816,18.023,17.681,20.681,21.663,20.926,22.266,23.744,23.349,22.462,23.134,22.709,22.641
17.74,14.477,12.092,1.81,15.13,19.934,19.634,18.297,21.65,12.832,8.593,13.631,10.047,0.0,0.0,2.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.226,22.984,21.849,22.133,18.788,16.696,17.174,17.174,16.147,15.18,17.174,17.174,17.68,15.197,13.377,16.743,22.615,22.857,22.611,23.571,24.485,23.549,23.385,23.662,22.712
17.369,11.407,15.714,7.1,11.779,18.643,17.585,20.536,14.772,11.173,16.259,15.461,0.0,0.0,0.0,0.0,2.944,14.513,1.55,0.0,0.0,0.0,0.0,7.467,22.193,23.308,23.674,20.895,19.112,17.132,17.562,18.469,21.479,20.52,20.049,17.562,21.053,18.918,21.293,23.306,23.385,23.165,23.274,23.662,23.638,23.115,22.552,22.058
16.128,9.684,12.853,0.0,10.212,18.408,17.618,12.442,11.741,17.543,17.145,0.0,0.0,0.0,18.76,16.731,12.755,21.98,17.556,0.0,0.0,0.0,0.0,11.779,18.881,17.883,19.382,22.111,21.675,20.917,19.647,19.112,20.063,21.364,20.077,20.405,22.443,22.15,22.705,22.769,22.9,23.274,22.797,22.874,23.618,23.457,23.102,22.024
15.376,10.55,11.402,0.0,11.344,17.781,10.672,14.821,18.24,17.099,4.326,6.018,12.536,17.174,19.32,21.478,20.678,20.069,20.962,11.872,1.592,0.0,0.0,0.0,0.0,0.0,0.0,19.916,20.895,19.673,21.341,18.688,21.341,19.647,21.076,20.647,22.169,22.705,22.33,21.81,23.047,22.193,21.979,22.165,23.115,22.312,22.552,22.421
16.229,9.905,14.477,14.023,15.829,12.595,14.325,18.462,15.075,20.002,5.925,21.342,21.01,20.739,19.802,19.949,19.82,20.49,19.604,21.207,16.21,0.0,0.0,0.0,0.0,0.0,5.057,2.113,21.315,19.647,18.262,20.999,19.673,19.673,19.647,20.063,21.315,21.626,21.905,22.265,22.9,23.018,22.827,22.442,23.018,22.168,22.372,22.609
