22.946,18.82,16.574,18.927,32.86,45.522,29.683,38.386,54.636,100.0,42.848,36.074,65.772,53.804,54.886,54.636,51.232,54.409,53.733,54.638,51.309,59.057,33.332,41.554
19.966,13.966,12.126,14.058,24.767,38.595,23.29,29.058,40.215,55.066,33.664,30.197,42.74,40.286,38.931,43.501,38.545,40.67,39.334,41.28,37.161,42.438,30.425,34.321
19.606,11.197,9.177,9.971,22.462,37.264,26.625,33.611,35.018,47.095,34.038,39.938,35.655,48.945,36.298,39.129,43.736,41.69,41.254,42.99,38.436,38.273,43.397,48.52
43.48,41.514,38.284,44.868,45.979,37.997,31.278,62.516,35.516,40.74,36.143,52.539,32.868,51.404,31.348,30.935,54.604,39.315,40.603,43.709,37.997,37.945,50.209,100.0
75.516,86.05,76.038,59.057,62.32,39.477,30.579,33.071,37.606,35.437,33.846,42.308,27.866,81.278,30.935,27.142,41.186,36.143,38.736,43.038,38.273,37.563,39.337,87.192
19.678,16.187,11.141,0.0,14.738,37.531,31.813,56.755,36.649,34.129,23.341,25.77,24.487,66.314,33.438,28.365,33.246,35.134,38.88,42.226,37.303,42.568,29.104,40.124
33.527,31.922,40.047,36.799,36.556,39.078,32.078,33.071,35.907,32.72,24.725,36.917,45.849,33.159,30.465,23.92,33.071,35.354,38.498,41.031,35.865,74.32,36.979,30.328
51.113,39.124,33.938,41.992,39.509,39.129,32.274,33.071,35.292,33.006,33.887,32.983,100.0,66.314,29.358,23.244,60.058,35.847,39.332,41.648,36.704,100.0,63.83,30.594
40.473,28.354,8.751,8.994,16.331,37.748,32.646,32.983,33.281,36.773,33.745,53.154,50.895,44.593,30.09,29.545,43.391,39.354,37.727,36.309,39.029,53.154,52.774,31.348
42.828,30.683,15.144,17.303,20.977,37.653,32.465,32.983,30.857,41.356,31.55,34.658,34.031,38.66,30.09,35.718,35.79,48.593,27.198,25.646,47.782,32.972,32.895,32.177
39.948,29.347,11.29,9.753,16.735,37.807,31.911,32.983,26.706,48.293,33.654,21.534,35.683,31.748,36.452,41.652,24.858,89.672,22.667,28.39,72.462,34.43,28.574,37.727
69.388,54.825,41.602,55.255,51.621,50.592,45.799,49.803,43.896,59.427,48.185,34.949,57.267,48.474,51.409,54.566,43.879,39.811,44.184,47.252,100.0,55.674,43.434,56.206
56.962,54.271,38.849,63.294,61.681,57.82,71.023,100.0,68.46,100.0,100.0,36.197,100.0,100.0,100.0,100.0,100.0,49.803,92.502,76.205,69.412,57.655,86.869,60.331
19.589,30.123,34.485,14.102,19.083,43.497,44.849,56.119,43.983,50.495,51.887,42.671,50.122,51.911,49.746,49.398,48.029,58.339,49.32,47.99,54.691,50.888,44.715,45.24
23.506,26.926,33.999,10.917,16.804,43.784,42.956,49.122,42.743,35.965,47.359,37.697,40.484,39.701,41.971,37.775,36.885,54.09,53.657,51.58,49.493,49.585,45.286,47.131
58.754,57.399,66.397,54.064,50.66,55.549,58.39,61.625,56.468,53.155,55.674,55.134,56.032,56.398,60.1,54.825,55.676,59.338,59.512,60.189,63.457,52.774,53.829,55.688
