52.523,54.99,61.457,62.072,60.391,63.051,66.514,66.929,67.359,69.257,70.641,68.168,70.453,70.8,71.759,71.573,70.8,71.185,71.529,71.93,69.356,68.063,69.402,66.911
56.477,37.351,56.943,63.782,61.8,66.17,62.3,59.681,61.142,51.692,67.909,73.136,71.759,72.567,73.918,73.242,74.527,72.638,72.462,73.304,72.567,68.521,69.464,67.334
53.219,36.774,53.681,63.286,55.122,55.324,58.08,86.379,28.422,15.309,20.037,49.035,71.692,72.009,73.487,73.665,75.955,72.866,70.901,69.07,68.594,66.066,65.652,63.631
43.505,28.877,47.079,52.913,48.552,66.189,11.114,0.0,0.0,0.0,20.581,24.667,59.458,61.829,66.812,66.081,66.121,66.919,67.39,64.879,62.063,63.393,65.415,61.081
47.755,39.97,44.279,51.675,90.323,0.0,0.0,0.0,0.0,0.0,0.0,23.264,15.44,32.802,62.313,66.876,64.092,65.755,67.387,64.788,62.141,62.063,62.479,61.081
25.979,36.692,50.972,55.005,68.998,24.263,0.0,0.0,0.0,0.0,3.482,20.513,15.788,21.87,57.162,66.198,65.409,64.001,64.843,64.144,63.67,61.919,61.763,60.888
2.803,27.078,34.635,20.223,22.616,28.046,27.708,0.0,0.0,0.0,84.211,50.66,39.645,29.571,59.432,64.172,65.491,62.916,64.843,66.198,64.001,62.396,60.164,57.733
41.004,19.02,0.0,0.0,21.775,4.608,0.0,3.181,0.0,0.0,83.333,61.233,60.522,57.938,62.728,65.642,62.006,62.006,64.409,64.323,66.863,64.951,59.15,56.951
14.231,0.0,0.0,0.0,0.0,7.883,0.0,0.0,0.0,0.0,70.955,59.895,61.558,63.769,65.627,66.214,61.829,64.456,63.336,62.158,50.854,42.634,75.147,6.638
22.264,20.921,0.0,0.0,0.0,0.0,0.0,0.0,30.58,0.0,2.924,41.558,39.025,39.768,37.867,36.458,38.176,34.149,29.163,9.952,2.89,70.248,20.749,0.0
5.208,0.0,10.199,16.916,0.0,0.0,0.0,95.455,54.736,88.0,0.0,8.595,13.215,15.491,20.456,23.408,11.231,7.169,17.235,10.637,26.716,0.0,0.0,0.0
17.432,0.0,0.0,25.699,18.35,46.937,72.897,20.563,17.507,45.46,51.418,23.894,10.031,0.0,1.5,4.738,4.5,26.65,35.114,14.524,3.196,0.0,0.0,52.198
56.833,40.829,49.664,59.358,34.367,29.279,29.494,24.759,35.778,0.0,8.139,1.552,0.0,0.0,11.395,23.849,34.957,31.872,20.772,0.0,0.0,4.587,4.36,0.0
48.196,10.569,2.884,0.0,14.329,29.052,34.26,15.465,26.425,0.0,0.0,6.218,0.0,0.0,0.0,6.195,1.401,0.0,0.0,0.0,9.637,16.554,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.376,28.738,11.035,0.0,10.989,0.0,0.0,23.914,28.442,27.815,19.694,12.593,0.0,0.0,7.317,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.735,2.885,0.0,0.0,8.667,0.0,0.0,0.0,10.11,26.975,46.6,41.356,0.0,0.0,0.0,24.729,32.986,29.826
